,Unnamed: 0,ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ConvertedCompYearly
4975,71197,71198,I am a developer by profession,Employed full-time,Argentina,,,Some college/university study without earning a degree,05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",12,3,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",2 to 9 employees,ARS	Argentine peso,176000.0,Monthly,Bash/Shell;C#;Java;JavaScript;Node.js;SQL,Bash/Shell;C#;Java;JavaScript;Node.js;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,MongoDB,DigitalOcean;Google Cloud Platform,,ASP.NET Core ;Express;React.js;Spring,ASP.NET Core ;Express;React.js;Spring,.NET Core / .NET 5,.NET Core / .NET 5;React Native,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Eclipse;Notepad++;Visual Studio Code,Eclipse;Neovim;Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,34260.0
4976,71220,71221,I am a student who is learning to code,"Student, full-time",India,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague;Books / Physical media",Less than 1 year,,,,,,,C;C++;HTML/CSS;JavaScript,Bash/Shell;C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PowerShell;Python,,,DigitalOcean,AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure,Angular.js;jQuery;React.js,Angular.js;Django;Flask;jQuery;React.js,,,,,Atom;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;PyCharm;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Visit another developer community (please name):,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",No,18-24 years old,Woman,,,I don't know,None of the above,None of the above,
4977,71231,71232,I code primarily as a hobby,"Not employed, and not looking for work",United States of America,Massachusetts,,Primary/elementary school,05 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",7,,,,,,,Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;LISP;Node.js;PHP;Python;Rust,Assembly;Bash/Shell;C++;HTML/CSS;JavaScript;LISP;Node.js;PHP;Python;Ruby;Rust;TypeScript,MariaDB;MongoDB;MySQL,MariaDB;MongoDB;MySQL,,,Express;Flask,Express;Flask;React.js;Vue.js,,,Git,Git,Atom;IntelliJ;Neovim;Vim;Visual Studio Code,Atom;Emacs;IntelliJ;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Under 18 years old,Woman,Yes,Bisexual;Prefer to self-describe:,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD);I have autism / an autism spectrum disorder (e.g. Asperger's),
4978,71239,71240,I am a developer by profession,Employed full-time,United States of America,Texas,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Books / Physical media,50,45,"Developer, desktop or enterprise applications;Developer, back-end;Database administrator;Developer, QA or test;DevOps specialist;Designer;System administrator",20 to 99 employees,USD	United States dollar,,,Bash/Shell;C;C++;Groovy;HTML/CSS;Java;Python;SQL,Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Node.js;Python,MariaDB;MySQL;Oracle;PostgreSQL;SQLite,MariaDB;PostgreSQL;SQLite,AWS,AWS;DigitalOcean,jQuery,,,,Ansible;Docker;Git,Ansible;Docker;Git,Atom;Eclipse;IntelliJ;Notepad++;Sublime Text;Vim,Eclipse;Notepad++;Vim,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",No,55-64 years old,Woman,No,Bisexual,White or of European descent,None of the above,Prefer not to say,
4979,71248,71249,I am a developer by profession,Employed full-time,Israel,,,Some college/university study without earning a degree,11 - 17 years,School,17,11,"Developer, back-end",500 to 999 employees,ILS	Israeli new shekel,,,Go;Java;JavaScript,Go;Java;JavaScript;Kotlin;Rust,Redis,Elasticsearch;Redis,AWS;Google Cloud Platform,AWS;Google Cloud Platform;Microsoft Azure,Spring,Spring,,,Docker;Git;Terraform,Docker;Git;Pulumi;Terraform,Atom;IntelliJ;Webstorm,IntelliJ;Webstorm,MacOS,Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Woman,No,,,None of the above,None of the above,
4980,71249,71250,I am a student who is learning to code,"Student, full-time",Germany,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,,,,,,,Matlab;Python,,,,,,,,NumPy;Pandas,,Git,,IPython/Jupyter;PyCharm;Visual Studio Code,,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,
4981,71250,71251,I am a developer by profession,"Not employed, but looking for work",United States of America,Pennsylvania,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Other (please specify):;Books / Physical media",16,,"Developer, front-end;Developer, full-stack;Other (please specify):;Data scientist or machine learning specialist;Developer, back-end",,,,,HTML/CSS;JavaScript;Python;SQL;TypeScript,Dart;HTML/CSS;JavaScript;TypeScript,,,AWS;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,jQuery;React.js,Express;Gatsby;React.js,Pandas,Flutter;React Native;TensorFlow,Docker;Git;Terraform,Docker;Git;Kubernetes,Visual Studio Code,Visual Studio Code,Windows Subsystem for Linux (WSL),Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Woman,Yes,Gay or Lesbian;Queer,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)",
4983,71255,71256,I am a developer by profession,Employed full-time,Azerbaijan,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Coding Bootcamp;School;Online Courses or Certification,6,Less than 1 year,Data scientist or machine learning specialist,500 to 999 employees,AZN	Azerbaijan manat,,,Go;Java;JavaScript;Node.js;Python;R;SQL,Java;JavaScript;Node.js;Python;R;SQL,MongoDB;MySQL;Oracle;PostgreSQL,PostgreSQL,Heroku,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,Express;jQuery;React.js,Angular.js;Express;React.js,NumPy;Pandas;TensorFlow;Torch/PyTorch,NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker;Git,Docker;Git;Kubernetes,Eclipse;IPython/Jupyter;RStudio;Sublime Text;Visual Studio Code,IPython/Jupyter;PyCharm;RStudio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,
4986,71315,71316,I am a developer by profession,Employed full-time,Greece,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35 - 44 years,Coding Bootcamp;School;Online Courses or Certification;Colleague,20,13,"Developer, front-end","1,000 to 4,999 employees",EUR European Euro,,Monthly,Delphi;HTML/CSS;JavaScript;PHP;TypeScript,,Firebase;MySQL;PostgreSQL,,,,Angular,React.js;Vue.js,,,Git,,Visual Studio Code,,Windows,Call a coworker or friend;Google it;Do other work and come back later,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,
4989,71338,71339,I am a student who is learning to code,"Student, full-time",Ukraine,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",4,,,,,,,Delphi;HTML/CSS;Python,C#;HTML/CSS;Python;SQL,,,Google Cloud Platform,Google Cloud Platform,,,NumPy;Pandas,NumPy;Pandas,Git,Git,IntelliJ;PyCharm;Visual Studio,IntelliJ;PyCharm;Visual Studio,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",No,Bisexual;Queer,White or of European descent,I am deaf / hard of hearing;I am blind / have difficulty seeing,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)",
4991,71367,71368,I am a developer by profession,Employed full-time,Chile,,,"Professional degree (JD, MD, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",4,6,"Developer, full-stack",2 to 9 employees,CLP	Chilean peso,700000.0,Monthly,HTML/CSS;JavaScript;PHP;SQL,Kotlin;Node.js;TypeScript,MySQL;Oracle,Firebase;Microsoft SQL Server;MySQL;Oracle,,,jQuery;React.js,Django;Express;jQuery;React.js,React Native,Flutter;React Native,Git,Docker;Flow;Git,Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,18-24 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Straight / Heterosexual,Hispanic or Latino/a/x,Prefer not to say,Prefer not to say,10536.0
4992,71368,71369,"I am not primarily a developer, but I write code sometimes as part of my work","Student, part-time",Germany,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",21,,,,,,,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;R;Rust;SQL,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL,,,Drupal;jQuery,jQuery,,,Git;Unity 3D,Git;Unity 3D,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;RStudio;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,"Or, in your own words:","Or, in your own words:",Prefer to self-describe:,"Or, in your own words:",None of the above,None of the above,
4993,71369,71370,I am a developer by profession,"Student, full-time",United Kingdom of Great Britain and Northern Ireland,,Scotland,Some college/university study without earning a degree,05 - 10 years,School,10,,,,,,,C#;C++,C#;C++;Rust,,,,,,,,,Git;Unity 3D,Git;Unity 3D,Visual Studio,Rider;Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not at all",No,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual,White or of European descent,None of the above,,
4995,71402,71403,I am a developer by profession,Employed full-time,India,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague;Books / Physical media",10,2,"Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;Developer, embedded applications or devices",20 to 99 employees,INR	Indian rupee,,Monthly,HTML/CSS;PHP;SQL,HTML/CSS;PHP;SQL,MySQL,MySQL,AWS,AWS,jQuery;Laravel,jQuery;Laravel,,,Git,Git,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,
4997,71420,71421,I am a developer by profession,Employed full-time,Israel,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,7,3,"Developer, front-end;Developer, full-stack;Engineer, data;Developer, back-end;DevOps specialist;System administrator",10 to 19 employees,USD	United States dollar,,,JavaScript;Python;TypeScript,JavaScript;Node.js;Python;Scala,Elasticsearch;Firebase;MySQL;PostgreSQL;SQLite,Elasticsearch;MongoDB;PostgreSQL,AWS,AWS,,,,,Docker;Git;Kubernetes;Yarn,Ansible;Chef;Docker;Git;Kubernetes;Puppet;Terraform,Atom;Eclipse;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Webstorm,PyCharm;RStudio;Sublime Text;Webstorm,Linux-based,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later;Panic,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Woman,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,
4998,71436,71437,I am a developer by profession,Employed full-time,United States of America,Michigan,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,25,18,"Developer, full-stack",I don’t know,USD	United States dollar,,,C#;C++;Python,,,,,,,,.NET Framework,.NET Core / .NET 5,Docker;Git,,Android Studio;Eclipse;Notepad++;Visual Studio,,Windows,Visit Stack Overflow;Go for a walk or other physical activity,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,45-54 years old,"Man;Or, in your own words:",No,Straight / Heterosexual,White or of European descent,None of the above,,
5001,71484,71485,I am a developer by profession,Employed full-time,Canada,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,22,15,"Developer, full-stack","10,000 or more employees",CAD	Canadian dollar,170000.0,Yearly,HTML/CSS;Java;JavaScript;SQL,HTML/CSS;Java;JavaScript;SQL,Oracle,Oracle,,,Spring,Spring,,,Git,Git,IntelliJ,IntelliJ,MacOS,Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,128573.0
5002,71493,71494,I am a developer by profession,Employed full-time,United States of America,Maryland,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",05 - 10 years,School,12,3,"Developer, full-stack","5,000 to 9,999 employees",USD	United States dollar,96000.0,Yearly,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Matlab;PowerShell;Python;SQL;TypeScript,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Ruby;SQL;TypeScript,MariaDB;MySQL,MariaDB;MySQL,,,Angular;Spring,Angular;Ruby on Rails,,,Docker;Git,Docker;Git;Kubernetes,Atom;IntelliJ;Notepad++;Visual Studio Code;Webstorm,Atom;IntelliJ;Notepad++;Visual Studio Code;Webstorm,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Woman,No,Queer,White or of European descent,None of the above,None of the above,96000.0
5003,71500,71501,I am a developer by profession,Employed full-time,Saudi Arabia,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School;Online Courses or Certification,10,6,"Developer, full-stack;Student",2 to 9 employees,SAR	Saudi Arabian riyal,,,HTML/CSS;JavaScript;PHP;SQL;VBA,HTML/CSS;PHP;SQL,Microsoft SQL Server;MySQL;SQLite,MySQL,AWS;Microsoft Azure,,ASP.NET;ASP.NET Core ;Drupal;jQuery;Laravel,Drupal;jQuery,.NET Framework;.NET Core / .NET 5;Flutter;Hadoop,,,,Android Studio;Eclipse;Visual Studio;Visual Studio Code;Xcode,Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,
5005,71524,71525,I am a developer by profession,Employed full-time,United States of America,Pennsylvania,,Some college/university study without earning a degree,11 - 17 years,Online Courses or Certification;Books / Physical media,10,5,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,USD	United States dollar,100000.0,Yearly,Bash/Shell;C;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Ruby;Rust;TypeScript,Bash/Shell;C;Haskell;HTML/CSS;Java;JavaScript;Julia;Node.js;Python;Ruby;Rust;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,MariaDB;MongoDB;MySQL;PostgreSQL,AWS;DigitalOcean;Google Cloud Platform;Heroku,DigitalOcean;Heroku,Express;Flask;Gatsby;React.js;Ruby on Rails,Express;Flask;React.js;Ruby on Rails,NumPy;Pandas,NumPy;Pandas,Docker;Git;Yarn,Docker;Git;Yarn,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Queer,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",100000.0
